Title,Artist,"Artist (Last, First)",Series,Volume,Online Videos,Labels,Catalog Number,Country,Release Year,Original Release Year,Tracks,Versions,Genres,Styles,Composers,Orchestras,Conductors,Performers,Writers,Production Companies,Producers,Description,Edition,Media,Format,Content Type,Length,Vinyl Size,Vinyl Speed,List Price,Language,Packaging,Number Of Volumes,UPC-EAN13,Favorites,Rating,Physical Location,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Cover Condition,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,discogs Release ID,Category,Wish List,Previously Owned,Uploaded Image URL,Activities
红土香,徐沛东,徐沛东,,,,,,,,,,,,,徐沛东,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:27:00.882513999,,,,,,,,,,0,0,,
后来,刘若英,刘若英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:09:56.231575965,,,,,,,,,爱情,0,0,,
花又开好了,S.H.E,S.H.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:37:00.137722015,,,,,,,,,,0,,,
画,赵雷,赵雷,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.000000,,,,,,0,,,,,,2020/01/12 20:13:26.869577884,,,,,,,,,人生,0,,,
黄昏,周传雄,周传雄,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:15:08.868659019,,,,,,,,,爱情,0,0,,
会好的,张艺兴,张艺兴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:47:14.608266830,,,,,,,mv,,,0,,,
活着,洪真英,洪真英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/03/19 01:18:24.244086027,,,,,,,,,,0,,,
活着,郝云,郝云,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:54:39.521875858,,,,,,,,,人生,0,0,,
火苗,格格,格格,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 09:33:43.262350082,,,,,,,,,,0,0,,
记得吗,河北工程大学,河北工程大学,河北工程大学毕业歌,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 07:46:42.879081964,,,,,,,,,,0,0,,
寂寞沙洲冷,周传雄,周传雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:14:12.216585159,,,,,,,,,爱情,0,0,,
假行僧,崔健,崔健,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 22:53:18.611050128,,,,,,,,,,0,,,
姐姐,张楚,张楚,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:51:19.393707990,,,,,,,,,,0,,,
借我,谢春花,谢春花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:49:31.299203872,,,,,,,,,,0,,,
今天你要嫁给我,陶喆,陶喆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/27 22:07:11.619472980,,,,,,,,,爱情,0,0,,
九儿,谭晶,谭晶,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:57:42.192929029,,,,,,,,,,0,,,
九月九的酒,陈少华,陈少华,,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:35:48.606092929,,,,,,,,,,0,,,
酒干倘卖无,苏芮,苏芮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:05:51.532212018,,,,,,,,,,0,,,
菊花台,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:43:41.006808996,,,,,,,,,,0,,,
倔强,五月天,五月天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:46:19.355772972,,,,,,,,,,0,,,
卡路里,火箭少女101,火箭少女101,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:48:51.785218954,,,,,,,,,运动,0,0,,
渴望,毛阿敏,毛阿敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:16:40.885980129,,,,,,,,,爱情,0,0,,
来自天堂的魔鬼,G.E.M.邓紫棋,G.E.M.邓紫棋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:03:27.899813175,,,,,,,,,,0,,,
蓝莲花,许巍,许巍,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:39:39.452862977,,,,,,,,,,0,0,,
啷个哩个啷,鹏泊,鹏泊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:28:10.754064083,,,,,,,,,,0,0,,
浪淘沙•北戴河,廖昌永,廖昌永,,,,,,,,,,,,,徐沛东,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:34:54.258321046,,,,,,,,,,0,,,
浪子回头,茄子蛋,茄子蛋,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:56:16.477646112,,,,,,,,,人生,0,0,,
老师你好,in3 阴三儿,"阴三儿, in3",,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:56:03.329563140,,,,,,,文化部2015年发布的120首网络音乐管理黑名单。,,讽刺,0,0,,
老子明天不上班,谢帝,谢帝,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 02:10:16.337875843,,,,,,,,,讽刺,0,,,
离歌,信乐团,信乐团,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:38:55.736572980,,,,,,,,,爱情,0,0,,
黎明前的黑暗,张韶涵,张韶涵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/23 18:32:06.872107028,,,,,,,,,,0,0,,
礼尚往来,"郝梦春,赵明轩","郝梦春,赵明轩",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/04/30 12:02:28.227185010,,,,,,,,,相声,0,,,
理想,赵雷,赵雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:21:23.837732791,,,,,,,,,,0,,,
历史的天空,毛阿敏,毛阿敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:13:41.313946962,,,,,,,,,,0,0,,
恋爱ing,五月天,五月天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:46:28.942624092,,,,,,,,,爱情,0,0,,
留什么给你,孙楠,孙楠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:19:13.646707057,,,,,,,,,爱情,0,0,,
旅行,许巍,许巍,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:39:51.678946971,,,,,,,,,,0,,,
轮回,杭盖乐队,杭盖乐队,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:55:24.439699172,,,,,,,,,,0,0,,
每个人都看到了希望,筷子兄弟,筷子兄弟,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:50:28.265729904,,,,,,,,,人生,0,,,
美丽的神话,韩红,韩红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:30:49.149932861,,,,,,,,,,0,0,,
门,好妹妹乐队,好妹妹乐队,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 21:00:52.150164127,,,,,,,,,,0,,,
梦开始的地方,河北工程大学,河北工程大学,河北工程大学毕业歌,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 07:43:21.917604923,,,,,,,,,,0,,http://a4.att.hudong.com/35/51/01300000088531120745519154471.jpg,
梦醒时分,李翊君,李翊君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:56:04.687492847,,,,,,,,,,0,,,
明天，你好,牛奶咖啡,牛奶咖啡,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:15:33.827199935,,,,,,,,,人生,0,,,
明天会更好,-,-,,,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:04:28.366580009,,,,,,,,,,0,0,,
莫忘初心,河北工程大学,河北工程大学,河北工程大学毕业歌,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 07:44:24.775921821,,,,,,,,,,0,,,
漠河舞厅,柳爽,柳爽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2021/11/13 09:32:28.234621047,,,,,,,,,爱情,0,0,,
那些花儿,朴树,朴树,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:58:30.275559902,,,,,,,,,,0,0,,
男儿当自强,林子祥,林子祥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:38:59.099706172,,,,,,,,,,0,0,,
南方姑娘,赵雷,赵雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:21:35.317164897,,,,,,,,,爱情,0,0,,
难念的经,周华健,周华健,,,,,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 21:01:07.599097967,,,,,,,,,,0,0,,
你曾是少年,S.H.E,S.H.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:36:13.296241998,,,,,,,,,,0,,,
你的答案,阿冗,阿冗,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:49:12.869399785,,,,,,,,,人生,0,,,
你的酒馆对我打了烊,陈雪凝,陈雪凝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 16:24:48.753751993,,,,,,,,,爱情,0,0,,
你的样子,罗大佑,罗大佑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:32:01.448281049,,,,,,,,,,0,0,,
怒放的生命,汪峰,汪峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:12:25.441797018,,,,,,,,,,0,,,
暖暖,梁静茹,梁静茹,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:49:27.732078075,,,,,,,,,,0,0,,
挪威的森林,伍佰,伍佰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:43:37.991863965,,,,,,,,,,0,,,
朋友,彭丽媛,彭丽媛,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 08:53:48.216816902,,,,,,,,,,0,,,
朋友,周华健,周华健,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.000000,,,,,,0,,,,,,2020/01/12 20:14:52.894642829,,,,,,,,,友情,0,0,,
朋友别哭,吕方,吕方,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:37:59.605885028,,,,,,,,,友情,0,0,,
朋友的酒,李晓杰,李晓杰,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:38:40.938956022,,,,,,,,,友情,0,,,
漂洋过海来看你,刘明湘,刘明湘,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:49:49.157377958,,,,,,,,,,0,,,
漂洋过海来看你,李宗盛,李宗盛,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:49:49.157377958,,,,,,,,,,0,0,,
漂移,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:42:49.027313947,,,,,,,,,,0,0,,
平凡之路,朴树,朴树,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:57:40.256453037,,,,,,,,,,0,0,,
七里香,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:42:13.199350833,,,,,,,,,,0,,,
七友,梁汉文,梁汉文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:47:53.909459114,,,,,,,男不听七友，女不听钟无艳。,,,0,,,
七月上,Jam,Jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:57:18.731028079,,,,,,,,,,0,,,
骑上我心爱的小摩托,静 Sir,"Sir, 静",,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:19:21.725844860,,,,,,,,,,0,0,,
千层套路,中村千寻,中村千寻,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:21:41.779736042,,,,,,,,,爱情,0,0,,
千江月,何训田,何训田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:46:21.861206054,,,,,,,,,,0,0,,
千亿个夜晚,林子祥,林子祥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:58:35.912976980,,,,,,,,,,0,0,,
牵手,苏芮,苏芮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:06:11.239612102,,,,,,,,,,0,,,
亲爱的旅人啊,周深,周深,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:50:06.240919113,,,,,,,,,,0,0,,
青花瓷,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:43:55.236531019,,,,,,,,,,0,,,
青鸟,陈乐一,陈乐一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:50:26.521836996,,,,,,,,,,0,0,,
秋意浓,张学友,张学友,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:05:29.902459144,,,,,,,,,,0,0,,
去流浪,周笔畅,周笔畅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:59:20.331092834,,,,,,,,,,0,0,http://p2.cri.cn/M00/13/7F/CqgRLlxU7XmAYTV3AAAAAAAAAAA266.650x650.jpg,
让世界充满爱,群星,群星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:35:25.724897861,,,,,,,,,,0,,,
人间情多,李殊,李殊,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 21:01:35.375570058,,,,,,,,,人生,0,,,
日遭三险（相声）,刘宝瑞,刘宝瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 21:05:36.411098957,,,,,,,,,相声,0,0,,
如初的笑脸,河北工程大学,河北工程大学,河北工程大学毕业歌,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 07:48:56.364001035,,,,,,,,,,0,,,
如果这都不算爱,张学友,张学友,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:04:31.829514026,,,,,,,,,爱情,0,0,,
如愿,韩甜甜,韩甜甜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2022/02/12 12:21:33.326498985,,,,,,,,,,0,0,,
杀死那个石家庄人,万能青年旅店,万能青年旅店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:50:45.346380949,,,,,,,,,,0,0,,
山丘,李宗盛,李宗盛,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:50:58.617990016,,,,,,,,,,0,,,
伤心的人别听慢歌,五月天,五月天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:46:57.520547866,,,,,,,,,,0,0,,
少年锦时,赵雷,赵雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:22:21.335695981,,,,,,,,,,0,,,
生如夏花,朴树,朴树,,,,,,,2003,,"[{""title"":""CD-1. 傻子才悲伤"",""duration"":0},{""title"":""CD-2. 我爱你, 再见"",""duration"":0},{""title"":""CD-3. 傲慢的上校"",""duration"":0},{""title"":""CD-4. 来不及"",""duration"":0},{""title"":""CD-5. Colorful Days"",""duration"":0},{""title"":""CD-6. 今夜的滋味"",""duration"":0},{""title"":""CD-7. 苏珊的舞鞋"",""duration"":0},{""title"":""CD-8. 生如夏花"",""duration"":0},{""title"":""CD-9. 且听风吟"",""duration"":0},{""title"":""CD-10. La Perte"",""duration"":0},{""title"":""CD-11. 她在睡梦中"",""duration"":0},{""title"":"". Bonus VCD"",""duration"":0},{""title"":""VCD-1. Colorful Days (MV)"",""duration"":0},{""title"":""VCD-2. 冲出你的窗口 (MV+拍摄花絮)"",""duration"":0}]",,Pop,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2022/02/06 11:28:59.660645008,,,,,,,,15474833,,0,0,https://i.discogs.com/X9Kx3Cusl56cESIO_NyI_hGN_GqKYvi3iUszqBMAoGQ/rs:fit/g:sm/q:90/h:656/w:600/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE1/NDc0ODMzLTE1OTIx/NDM0NDAtNjE1Ny5q/cGVn.jpeg,
十分十二寸,林子祥,林子祥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:59:27.941666126,,,,,,,,,,0,0,,
时光•留下,河北工程大学,河北工程大学,河北工程大学毕业歌,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:51:25.503870010,,,,,,,,,,0,0,http://img.cetv.cn/a/10001/201708/565338b0d616159fad4a2ffa1004f5fa.jpeg,
世间美好与你环环相扣,柏松,柏松,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:51:47.312067031,,,,,,,,,,0,,,
手语,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:45:14.258596897,,,,,,,,,,0,0,,
数字人生,林子祥,林子祥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:56:08.305519104,,,,,,,,,,0,,,
双截棍,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:41:15.699762821,,,,,,,,,,0,0,,
水手,郑智化,郑智化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:57:34.915416955,,,,,,,,,,0,0,,
说好的幸福呢,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:44:28.282390117,,,,,,,,,,0,,,
岁月神偷,金玟岐,金玟岐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:45:40.886393070,,,,,,,,,,0,,"https://media.streetvoice.com/song_covers/zh/ao/zhaoeric/db4ca31c226a43dcb697d23cb5076460.jpg?x-oss-process=image/resize,m_fill,h_260,w_260,limit_0",
套马杆,乌兰托娅,乌兰托娅,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 09:35:00.183984994,,,,,,,,,,0,,,
天亮了,韩红,韩红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:30:34.952566146,,,,,,,,,,0,0,,
天使的翅膀,安琥,安琥,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:07:37.457445144,,,,,,,,,爱情,0,0,,
天堂,腾格尔,腾格尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:16:20.315155982,,,,,,,,,,0,0,,
天下第一鼓,阎学敏,阎学敏,,,,,,中国大陆,2011,,"[{""title"":""A1. 鼓詩"",""duration"":605},{""title"":""A2. 夜深沉"",""duration"":673},{""title"":""B1. 龙腾虎跃"",""duration"":444},{""title"":""B2. 渔舟凯歌"",""duration"":524},{""title"":""B3. 鴨子伴咀"",""duration"":323}]",,Brass & Military,Pipe & Drum,,,,,,,,,,,,专辑,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 03:58:16.642076015,,,,,,,,12205016,纯音乐/器乐,0,,https://img.discogs.com/SlwZKB38hkRbhWVlDbaPFAA_iA4=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12205016-1530449138-1579.jpeg.jpg,
天之大,毛阿敏,毛阿敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 05:13:50.117652893,,,,,,,,,,0,0,,
听妈妈的话,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:43:23.666785001,,,,,,,,,,0,0,,
童话,光良,光良,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:37:30.619230031,,,,,,,,,爱情,0,0,,
童年,罗大佑,罗大佑,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:39:09.582952976,,,,,,,,,人生,0,,,
